pos,corr_resp,random,seq,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
150,v,random,,0,0,0,0,6,1,25,1,,,,,76.26094299997203,77.26126040006056,77.26126040006056,77.26126040006056,77.26126040006056,77.26126040006056,78.26169840013608,78.26169840013608,v,1,0.5192774999886751,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,6,2,26,0,,,,,78.81170479999855,79.79566480009817,79.79566480009817,79.79566480009817,79.79566480009817,79.81235420005396,80.79600919992663,80.79600919992663,x,1,0.6491479000542313,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,6,3,27,3,,,,,81.46290950011462,82.46337760007009,82.46337760007009,82.46337760007009,82.46337760007009,82.46337760007009,83.46343800006434,83.46343800006434,z,1,0.47254449990577996,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,7,0,28,2,,,,,83.96385239996016,84.96425960003398,84.96425960003398,84.96425960003398,84.96425960003398,84.96425960003398,85.96450369991362,85.96450369991362,c,1,0.5099466999527067,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,7,1,29,3,,,,,86.49793189996853,87.49831479997374,87.49831479997374,87.49831479997374,87.49831479997374,87.49831479997374,88.48208360001445,88.48208360001445,z,1,0.6178170000202954,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,7,2,30,0,,,,,89.13241429999471,90.13261310011148,90.13261310011148,90.13261310011148,90.13261310011148,90.13261310011148,91.13316760002635,91.13316760002635,x,1,0.5017927000299096,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,7,3,31,1,,,,,91.66656249994412,92.66692139999941,92.66692139999941,92.66692139999941,92.66692139999941,92.66692139999941,93.65079020010307,93.65079020010307,v,1,0.4810365999583155,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,8,0,32,3,,,,,94.15086890012026,95.13456730009057,95.13456730009057,95.13456730009057,95.13456730009057,95.15127309993841,96.13486049999483,96.13486049999483,z,1,0.4829699001275003,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,8,1,33,0,,,,,96.63502179994248,97.63545290008187,97.63545290008187,97.63545290008187,97.63545290008187,97.63545290008187,98.63576039997861,98.63576039997861,x,1,0.4451375000644475,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,8,2,34,1,,,,,99.10292620002292,100.103217799915,100.103217799915,100.103217799915,100.103217799915,100.103217799915,101.10377110005356,101.10377110005356,v,1,0.5351945001166314,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,8,3,35,2,,,,,101.67783230007626,102.68754100007936,102.68754100007936,102.68754100007936,102.68754100007936,102.68754100007936,103.68794919992797,103.68794919992797,c,1,0.4279813999310136,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,9,0,36,0,,,,,104.13786139991134,105.13847770006396,105.13847770006396,105.13847770006396,105.13847770006396,105.13847770006396,106.12222580006346,106.12222580006346,x,1,0.5128880001138896,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,9,1,37,1,,,,,106.655541599961,107.63946219999343,107.63946219999343,107.63946219999343,107.63946219999343,107.6564086000435,108.63980409991927,108.63980409991927,v,1,0.49317020014859736,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,9,2,38,2,,,,,109.1568390999455,110.15747010009363,110.15747010009363,110.15747010009363,110.15747010009363,110.15747010009363,111.1575193000026,111.1575193000026,c,1,0.5439405001234263,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,9,3,39,3,,,,,111.72430280013941,112.72504879999906,112.72504879999906,112.72504879999906,112.72504879999906,112.72504879999906,113.72515650000423,113.72515650000423,z,1,0.6123335000593215,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,10,0,40,1,,,,,114.35856930003501,115.35888150008395,115.35888150008395,115.35888150008395,115.35888150008395,115.35888150008395,116.35935529996641,116.35935529996641,v,1,1.1094300001859665,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,10,1,41,2,,,,,117.4930553000886,118.47691849991679,118.47691849991679,118.47691849991679,118.47691849991679,118.49364060000516,119.47713369992562,119.47713369992562,c,1,0.38711659982800484,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,10,2,42,0,,,,,119.89387429994531,120.89451120002195,120.89451120002195,120.89451120002195,120.89451120002195,120.89451120002195,121.87839039997198,121.87839039997198,x,1,0.393273500027135,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,10,3,43,3,,,,,122.29490770003758,123.29537760000676,123.29537760000676,123.29537760000676,123.29537760000676,123.29537760000676,124.29560870002024,124.29560870002024,z,1,0.3664343999698758,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,11,0,44,0,,,,,124.67916040006094,125.67939439998008,125.67939439998008,125.67939439998008,125.67939439998008,125.67939439998008,126.67995989997871,126.67995989997871,x,1,0.4444832999724895,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,11,1,45,1,,,,,127.14674860006198,128.14728510007262,128.14728510007262,128.14728510007262,128.14728510007262,128.14728510007262,129.14739469997585,129.14739469997585,v,1,0.4151575998403132,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,11,2,46,3,,,,,129.5811455999501,130.58133390010335,130.58133390010335,130.58133390010335,130.58133390010335,130.58133390010335,131.5817150999792,131.5817150999792,x,0,0.40803769999183714,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,11,3,47,2,,,,,132.01528599997982,133.01582999993116,133.01582999993116,133.01582999993116,133.01582999993116,133.01582999993116,134.01598139991984,134.01598139991984,c,1,0.5968860001303256,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,12,0,48,1,,,,,134.63321639993228,135.63330120011233,135.63330120011233,135.63330120011233,135.63330120011233,135.63330120011233,136.63363950001076,136.63363950001076,v,1,0.4774827999062836,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,12,1,49,2,,,,,137.1339575999882,138.13422950007953,138.13422950007953,138.13422950007953,138.13422950007953,138.13422950007953,139.11817099992186,139.11817099992186,c,1,0.7087824998889118,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,12,2,50,3,,,,,139.85138910007663,140.85205779992975,140.85205779992975,140.85205779992975,140.85205779992975,140.85205779992975,141.8522357000038,141.8522357000038,z,1,0.5241899997927248,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,12,3,51,0,,,,,142.40240920009091,143.40302129997872,143.40302129997872,143.40302129997872,143.40302129997872,143.40302129997872,144.38679730007425,144.38679730007425,x,1,0.7842534999363124,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,13,0,52,3,,,,,145.203680699924,146.20409010001458,146.20409010001458,146.20409010001458,146.20409010001458,146.20409010001458,147.20448750001378,147.20448750001378,z,1,0.699536900036037,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,13,1,53,1,,,,,147.92154809995554,148.92174919997342,148.92174919997342,148.92174919997342,148.92174919997342,148.92174919997342,149.92225890001282,149.92225890001282,v,1,0.4974777000024915,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,13,2,54,0,,,,,150.4388850000687,151.4395823001396,151.4395823001396,151.4395823001396,151.4395823001396,151.4395823001396,152.44000880001113,152.44000880001113,x,1,0.5947942000348121,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,13,3,55,2,,,,,153.05635670013726,154.0571274999529,154.0571274999529,154.0571274999529,154.0571274999529,154.0571274999529,155.04081399994902,155.04081399994902,c,1,0.5355396999511868,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,14,0,56,0,,,,,155.60760019998997,156.6080336999148,156.6080336999148,156.6080336999148,156.6080336999148,156.6080336999148,157.6084010999184,157.6084010999184,x,1,0.6797638998832554,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,14,1,57,3,,,,,158.30856100004166,159.30897130002268,159.30897130002268,159.30897130002268,159.30897130002268,159.30897130002268,160.30948549997993,160.30948549997993,z,1,0.43253240012563765,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,14,2,58,1,,,,,160.75941890012473,161.7600422000978,161.7600422000978,161.7600422000978,161.7600422000978,161.7600422000978,162.76030710013583,162.76030710013583,v,1,0.8088148001115769,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,14,3,59,2,,,,,163.5938500999473,164.59413169999607,164.59413169999607,164.59413169999607,164.59413169999607,164.59413169999607,165.57816160004586,165.57816160004586,c,1,0.4515015999786556,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,15,0,60,1,,,,,166.06124159996398,167.04514029994607,167.04514029994607,167.04514029994607,167.04514029994607,167.06162769999355,168.04559949995019,168.04559949995019,v,1,0.4539960001129657,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,15,1,61,2,,,,,168.52911849995144,169.5296555000823,169.5296555000823,169.5296555000823,169.5296555000823,169.5296555000823,170.5132732000202,170.5132732000202,c,1,0.5538846000563353,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,15,2,62,3,,,,,171.09690760006197,172.09731280012056,172.09731280012056,172.09731280012056,172.09731280012056,172.09731280012056,173.0975536000915,173.0975536000915,z,1,0.4009465998969972,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,15,3,63,0,,,,,173.5309381999541,174.51478380011395,174.51478380011395,174.51478380011395,174.51478380011395,174.53163200011477,175.51511809998192,175.51511809998192,x,1,0.3950143000110984,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,16,0,64,0,,,,,175.93185129994527,176.91568269999698,176.91568269999698,176.91568269999698,176.91568269999698,176.9325483001303,177.91588019998744,177.91588019998744,x,1,0.44109199987724423,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,16,1,65,1,,,,,178.38276890013367,179.38346379995346,179.38346379995346,179.38346379995346,179.38346379995346,179.38346379995346,180.3671114000026,180.3671114000026,v,1,0.44243910000659525,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,16,2,66,2,,,,,180.8341139999684,181.83424429991283,181.83424429991283,181.83424429991283,181.83424429991283,181.83424429991283,182.8349480999168,182.8349480999168,c,1,0.4076545999851078,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,16,3,67,3,,,,,183.2681666999124,184.26841680007055,184.26841680007055,184.26841680007055,184.26841680007055,184.26841680007055,185.26870879996568,185.26870879996568,z,1,0.4287088999990374,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,17,0,68,1,,,,,185.7188526999671,186.71949209994636,186.71949209994636,186.71949209994636,186.71949209994636,186.71949209994636,187.7034090999514,187.7034090999514,v,1,0.44488249998539686,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,17,1,69,2,,,,,188.16989169991575,189.15366500010714,189.15366500010714,189.15366500010714,189.15366500010714,189.17034190008417,190.15398430009373,190.15398430009373,c,1,0.5021886001341045,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,17,2,70,3,,,,,190.68749790010042,191.68793090013787,191.68793090013787,191.68793090013787,191.68793090013787,191.68793090013787,192.67177170002833,192.67177170002833,z,1,0.30346140009351075,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,17,3,71,0,,,,,193.00524009997025,194.00572129990906,194.00572129990906,194.00572129990906,194.00572129990906,194.00572129990906,195.00602179998532,195.00602179998532,x,1,0.411401400109753,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,18,0,72,1,,,,,195.43957960000262,196.43988900003023,196.43988900003023,196.43988900003023,196.43988900003023,196.43988900003023,197.44035149994306,197.44035149994306,v,1,0.404342400142923,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,18,1,73,3,,,,,197.87359500001185,198.874029800063,198.874029800063,198.874029800063,198.874029800063,198.874029800063,199.87425519991666,199.87425519991666,z,1,0.4422681999858469,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,18,2,74,2,,,,,200.3412166000344,201.32494390010834,201.32494390010834,201.32494390010834,201.32494390010834,201.34186709998176,202.32524659996852,202.32524659996852,c,1,0.41126349987462163,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,18,3,75,0,,,,,202.7587886999827,203.75932570011355,203.75932570011355,203.75932570011355,203.75932570011355,203.75932570011355,204.75949260010384,204.75949260010384,x,1,0.3745717001147568,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,19,0,76,2,,,,,205.15972950006835,206.16028130007908,206.16028130007908,206.16028130007908,206.16028130007908,206.16028130007908,207.16061639995314,207.16061639995314,c,1,0.49017290002666414,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,19,1,77,0,,,,,207.6772682000883,208.67764359991997,208.67764359991997,208.67764359991997,208.67764359991997,208.67764359991997,209.67815930000506,209.67815930000506,x,1,0.3317727998364717,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,19,2,78,3,,,,,210.02826340007596,211.02853429992683,211.02853429992683,211.02853429992683,211.02853429992683,211.02853429992683,212.02905220002867,212.02905220002867,z,1,0.404581299982965,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,19,3,79,1,,,,,212.4626152999699,213.44630660000257,213.44630660000257,213.44630660000257,213.44630660000257,213.4631813999731,214.44670150009915,214.44670150009915,v,1,0.39602690003812313,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,20,0,80,3,,,,,214.86353179998696,215.86373240011744,215.86373240011744,215.86373240011744,215.86373240011744,215.86373240011744,216.8642762999516,216.8642762999516,z,1,0.3991874000057578,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,20,1,81,2,,,,,217.2809864000883,218.28130630007945,218.28130630007945,218.28130630007945,218.28130630007945,218.28130630007945,219.281818700023,219.281818700023,c,1,0.47310859989374876,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,20,2,82,1,,,,,219.78191000013612,220.78250540001318,220.78250540001318,220.78250540001318,220.78250540001318,220.78250540001318,221.78273080009967,221.78273080009967,v,1,0.49615209992043674,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,20,3,83,0,,,,,222.2997095999308,223.30021280003712,223.30021280003712,223.30021280003712,223.30021280003712,223.30021280003712,224.30033380002715,224.30033380002715,x,1,0.3879710000474006,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,21,0,84,2,,,,,224.71731470013037,225.71783809992485,225.71783809992485,225.71783809992485,225.71783809992485,225.71783809992485,226.71785790007561,226.71785790007561,c,1,0.5304068000987172,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,21,1,85,0,,,,,227.26813720003702,228.26861259993166,228.26861259993166,228.26861259993166,228.26861259993166,228.26861259993166,229.26904990011826,229.26904990011826,x,1,0.4624267998151481,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,21,2,86,1,,,,,229.7524427000899,230.75279080006294,230.75279080006294,230.75279080006294,230.75279080006294,230.75279080006294,231.75319509999827,231.75319509999827,v,1,0.5270462001208216,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,21,3,87,3,,,,,232.3031153001357,233.30381780001335,233.30381780001335,233.30381780001335,233.30381780001335,233.30381780001335,234.30396710010245,234.30396710010245,z,1,0.3916712000500411,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,22,0,88,2,,,,,234.72081910003908,235.70476360013708,235.70476360013708,235.70476360013708,235.70476360013708,235.7214665999636,236.7049219000619,236.7049219000619,c,1,0.38541149999946356,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,22,1,89,0,,,,,237.1217958999332,238.1223820000887,238.1223820000887,238.1223820000887,238.1223820000887,238.1223820000887,239.1224557000678,239.1224557000678,x,1,0.3474140001926571,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,22,2,90,3,,,,,239.48950810008682,240.49014200014062,240.49014200014062,240.49014200014062,240.49014200014062,240.49014200014062,241.4903605999425,241.4903605999425,z,1,0.37139540002681315,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,22,3,91,1,,,,,241.89027590001933,242.89070230000652,242.89070230000652,242.89070230000652,242.89070230000652,242.89070230000652,243.87442860007286,243.87442860007286,v,1,0.4008806999772787,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,23,0,92,0,,,,,244.30814500013366,245.3082127000671,245.3082127000671,245.3082127000671,245.3082127000671,245.3082127000671,246.3087357999757,246.3087357999757,x,1,0.3666827001143247,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,23,1,93,3,,,,,246.69218269991688,247.69258200004697,247.69258200004697,247.69258200004697,247.69258200004697,247.69258200004697,248.69290470005944,248.69290470005944,z,1,0.4050033001694828,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,23,2,94,2,,,,,249.12635789997876,250.11026569991373,250.11026569991373,250.11026569991373,250.11026569991373,250.12702949997038,251.11046730005182,251.11046730005182,c,1,0.40034799999557436,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,23,3,95,1,,,,,251.52737580006942,252.52779590012506,252.52779590012506,252.52779590012506,252.52779590012506,252.52779590012506,253.5282845001202,253.5282845001202,v,1,0.42585160001181066,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,24,0,96,0,,,,,253.97829240001738,254.96211330010556,254.96211330010556,254.96211330010556,254.96211330010556,254.9787407000549,255.96219370001927,255.96219370001927,x,1,0.4977643000893295,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,24,1,97,1,,,,,256.4791655000299,257.47979489993304,257.47979489993304,257.47979489993304,257.47979489993304,257.47979489993304,258.46305770007893,258.46305770007893,v,1,0.4936519998591393,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,24,2,98,2,,,,,258.9800996000413,259.96378730004653,259.96378730004653,259.96378730004653,259.96378730004653,259.9805155999493,260.96422480000183,260.96422480000183,c,1,0.4606008001137525,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,24,3,99,3,,,,,261.4479503000621,262.4482674000319,262.4482674000319,262.4482674000319,262.4482674000319,262.4482674000319,263.4485742999241,263.4485742999241,z,1,0.3588147999253124,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,25,0,100,3,,,,,263.83212479995564,264.8323969000485,264.8323969000485,264.8323969000485,264.8323969000485,264.8323969000485,265.83277259999886,265.83277259999886,z,1,0.46841019997373223,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,25,1,101,2,,,,,266.3328724000603,267.3166277001146,267.3166277001146,267.3166277001146,267.3166277001146,267.3336080999579,268.31713799992576,268.31713799992576,c,1,0.5612485001329333,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,25,2,102,1,,,,,268.90054080006666,269.9011912001297,269.9011912001297,269.9011912001297,269.9011912001297,269.9011912001297,270.88479140005074,270.88479140005074,v,1,0.4882825999520719,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,25,3,103,0,,,,,271.40150670008734,272.40220259991474,272.40220259991474,272.40220259991474,272.40220259991474,272.40220259991474,273.4022212999407,273.4022212999407,x,1,0.33677570009604096,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,26,0,104,1,,,,,273.7689352000598,274.7693505000789,274.7693505000789,274.7693505000789,274.7693505000789,274.7693505000789,275.75327980006114,275.75327980006114,v,1,0.476758899865672,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,26,1,105,3,,,,,276.25334309996106,277.2538821999915,277.2538821999915,277.2538821999915,277.2538821999915,277.2538821999915,278.2376497001387,278.2376497001387,z,1,0.4886342000681907,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,26,2,106,0,,,,,278.7545275001321,279.7549191999715,279.7549191999715,279.7549191999715,279.7549191999715,279.7549191999715,280.755204499932,280.755204499932,x,1,0.5740179000422359,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,26,3,107,2,,,,,281.3555366001092,282.355882700067,282.355882700067,282.355882700067,282.355882700067,282.355882700067,283.35628439998254,283.35628439998254,c,1,0.6155387000180781,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,27,0,108,3,,,,,283.98992200009525,284.9900102999527,284.9900102999527,284.9900102999527,284.9900102999527,284.9900102999527,285.990513500059,285.990513500059,z,1,0.4336141000967473,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,27,1,109,0,,,,,286.44059889996424,287.44109310000204,287.44109310000204,287.44109310000204,287.44109310000204,287.44109310000204,288.44131270004436,288.44131270004436,x,1,0.45148769998922944,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,27,2,110,1,,,,,288.92479780013673,289.90881750010885,289.90881750010885,289.90881750010885,289.90881750010885,289.92534680012614,290.908884299919,290.908884299919,v,1,0.43630279996432364,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
50,c,random,,0,0,0,0,27,3,111,2,,,,,291.37596129998565,292.37633410003036,292.37633410003036,292.37633410003036,292.37633410003036,292.37633410003036,293.37645599991083,293.37645599991083,c,1,0.5057369999121875,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-150,z,random,,0,0,0,0,28,0,112,3,,,,,293.91020729998127,294.91064919997007,294.91064919997007,294.91064919997007,294.91064919997007,294.91064919997007,295.91102260001935,295.91102260001935,z,1,0.44304020004346967,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
150,v,random,,0,0,0,0,28,1,113,1,,,,,296.37799730012193,297.37806040002033,297.37806040002033,297.37806040002033,297.37806040002033,297.37806040002033,298.3784702999983,298.3784702999983,v,1,0.43782570003531873,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
-50,x,random,,0,0,0,0,28,2,114,0,,,,,298.8454583999701,299.8455324000679,299.8455324000679,299.8455324000679,299.8455324000679,299.8455324000679,300.84602950001135,300.84602950001135,x,1,0.9724883998278528,None,pulkit,001,2023-10-11_17h55.19.653,psychopy project 4,2023.1.3,59.98667093005914,
